state,county,winning_party,votes_for_winner,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,majority_race
Nebraska,Cherry County,REP,2844,5792.0,2871.0,2921.0,3.1,88.5,0.0,4.0,0.2,0.2,4437.0,53226.0,5676.0,27891.0,2460.0,9.0,9.0,39.0,15.3,20.0,18.4,7.3,60.1,9.9,0.2,6.1,0.9,22.9,12.3,3267.0,61.3,19.4,18.0,1.3,2.6,White
Nebraska,Cheyenne County,REP,3813,10012.0,4899.0,5113.0,6.7,89.9,0.4,0.3,0.8,0.0,7472.0,58770.0,4189.0,32995.0,1853.0,10.9,16.3,39.3,16.5,25.4,8.0,10.8,81.3,11.7,0.0,1.8,1.5,3.8,13.3,5587.0,81.8,12.2,6.0,0.0,2.5,White
Nebraska,Clay County,REP,2848,6264.0,3210.0,3054.0,8.9,89.2,0.4,0.2,0.3,0.0,4585.0,54167.0,3031.0,27275.0,1663.0,11.1,17.3,28.7,14.9,19.4,17.9,19.1,82.1,10.1,0.0,3.7,1.4,2.7,20.9,3112.0,78.4,12.5,8.8,0.3,3.0,White
Nebraska,Colfax County,REP,2636,10616.0,5527.0,5089.0,44.8,51.1,2.8,0.0,0.6,0.1,5342.0,54876.0,3806.0,23393.0,1769.0,8.2,9.2,24.5,8.9,18.0,11.5,37.0,69.9,16.2,0.0,3.8,3.4,6.6,16.2,5305.0,84.9,7.6,7.2,0.4,3.5,White
Nebraska,Cuming County,REP,3507,9039.0,4557.0,4482.0,9.9,88.5,0.1,0.4,0.1,0.2,6581.0,50734.0,3718.0,28762.0,1702.0,8.0,12.2,32.2,13.4,19.6,17.0,17.8,79.4,7.2,0.0,5.0,0.4,7.9,15.4,4819.0,72.7,12.7,13.8,0.8,2.6,White
Nebraska,Custer County,REP,5090,10836.0,5357.0,5479.0,2.9,95.0,0.8,0.0,0.8,0.0,8175.0,48836.0,3351.0,32605.0,4093.0,11.9,15.9,32.8,19.5,18.9,15.6,13.1,74.4,10.4,0.0,4.6,1.8,8.8,16.2,5636.0,72.4,12.6,14.6,0.4,2.5,White
Nebraska,Dakota County,REP,3926,20529.0,10074.0,10455.0,38.4,49.8,4.3,2.3,3.0,0.0,11848.0,52401.0,3434.0,22463.0,1223.0,16.8,23.9,20.1,18.3,19.9,13.6,28.1,80.4,12.6,0.2,3.3,0.6,3.0,14.7,10163.0,86.8,8.0,4.9,0.3,7.3,White
Nebraska,Dawes County,REP,2931,8972.0,4495.0,4477.0,4.8,85.3,0.9,2.8,0.9,2.2,7087.0,46146.0,8364.0,24811.0,2566.0,14.3,10.8,37.9,22.0,22.7,10.3,7.1,71.7,8.4,0.1,14.4,2.0,3.4,12.8,4590.0,60.2,30.8,8.5,0.4,1.0,White
Nebraska,Dawson County,REP,6524,23925.0,12235.0,11690.0,33.1,60.0,5.7,0.4,0.0,0.1,15194.0,51238.0,1644.0,24912.0,1360.0,13.7,19.3,25.4,14.7,19.9,11.6,28.4,75.2,18.1,0.0,2.5,0.9,3.4,15.3,12196.0,79.3,14.2,6.4,0.1,4.2,White
Nebraska,Deuel County,REP,871,1901.0,915.0,986.0,7.8,89.5,0.1,1.0,0.3,0.0,1508.0,53438.0,4122.0,28225.0,2777.0,11.1,17.6,32.9,18.8,23.9,7.1,17.4,75.7,10.4,0.0,4.7,5.9,3.3,21.0,1002.0,72.1,18.8,9.2,0.0,4.1,White
Nebraska,Dixon County,REP,2335,5765.0,2905.0,2860.0,12.6,85.6,0.3,0.5,0.1,0.1,4079.0,57036.0,3616.0,26094.0,1542.0,10.3,16.3,29.3,16.8,19.1,16.3,18.5,81.4,8.7,0.0,4.7,0.4,4.9,21.0,2955.0,73.8,17.4,8.6,0.2,3.3,White
Nebraska,Dodge County,REP,10984,36576.0,17980.0,18596.0,11.8,84.9,0.7,0.3,0.6,0.2,26161.0,51748.0,1807.0,27162.0,1303.0,13.2,19.7,27.2,17.8,26.4,11.0,17.6,83.2,10.6,0.2,2.5,1.1,2.5,18.5,18495.0,83.3,10.9,5.3,0.4,4.4,White
Nebraska,Douglas County,DEM,150350,549706.0,270917.0,278789.0,12.2,70.2,10.9,0.3,3.4,0.0,377163.0,58640.0,1065.0,32023.0,351.0,13.5,18.5,40.5,16.2,25.5,7.5,10.4,82.8,8.8,1.2,2.1,1.3,3.8,19.3,285735.0,85.8,10.1,4.1,0.1,4.4,White
Nebraska,Dundy County,REP,883,2017.0,1004.0,1013.0,14.6,84.8,0.1,0.0,0.0,0.0,1385.0,44653.0,7447.0,26949.0,3567.0,10.5,19.3,45.1,11.8,18.0,15.9,9.3,84.8,1.6,0.0,2.3,2.2,9.1,14.4,927.0,65.9,20.1,14.0,0.0,3.6,White
Nebraska,Fillmore County,REP,2359,5603.0,2800.0,2803.0,3.9,94.0,0.6,0.4,0.2,0.0,4450.0,56750.0,2717.0,30874.0,1939.0,9.9,12.0,34.2,15.3,20.3,15.4,14.8,81.2,7.2,0.1,5.2,1.6,4.8,16.3,2893.0,72.5,16.5,10.6,0.4,2.5,White
Nebraska,Franklin County,REP,1437,3019.0,1514.0,1505.0,2.1,96.2,0.5,0.0,0.2,0.0,2424.0,49453.0,2456.0,28635.0,2012.0,13.3,18.8,34.8,15.0,18.8,15.0,16.4,82.5,6.2,0.3,4.5,1.0,5.4,18.2,1496.0,67.3,19.7,12.8,0.3,2.6,White
Nebraska,Frontier County,REP,1229,2624.0,1324.0,1300.0,1.4,96.4,0.0,0.6,0.1,0.0,2071.0,52090.0,2358.0,27900.0,2406.0,10.9,15.9,35.4,15.9,21.5,18.0,9.2,76.5,7.9,0.4,5.3,1.0,8.9,20.3,1253.0,64.1,20.8,14.1,1.0,3.2,White
Nebraska,Furnas County,REP,2163,4814.0,2356.0,2458.0,3.7,94.2,0.3,0.0,0.1,0.0,3669.0,43400.0,3352.0,24522.0,1213.0,13.5,20.1,37.3,17.1,17.6,14.1,13.8,75.0,9.7,0.0,4.3,1.5,9.5,13.2,2394.0,70.7,15.3,13.1,0.9,2.5,White
Nebraska,Gage County,REP,7445,21632.0,10816.0,10816.0,2.3,95.0,0.6,0.4,0.6,0.2,16736.0,52223.0,2284.0,27424.0,896.0,9.1,10.5,33.3,15.4,20.9,10.5,19.8,78.9,12.2,0.1,3.1,0.9,4.8,19.8,11118.0,74.1,16.1,9.7,0.1,3.2,White
Nebraska,Garden County,REP,1016,1913.0,960.0,953.0,3.9,94.2,0.2,0.2,0.9,0.0,1502.0,48125.0,6728.0,35602.0,8492.0,11.7,10.5,42.6,13.6,20.5,13.5,9.9,71.8,8.7,0.1,4.9,0.8,13.7,21.4,921.0,53.2,26.5,20.3,0.0,1.4,White
Nebraska,Garfield County,REP,933,1958.0,970.0,988.0,2.1,96.6,0.2,0.0,0.3,0.0,1572.0,46509.0,3659.0,25856.0,2259.0,7.2,5.3,34.6,16.6,20.8,14.5,13.5,72.6,5.1,0.5,8.7,2.1,11.0,11.5,1006.0,62.5,17.2,19.6,0.7,1.9,White
Nebraska,Gosper County,REP,893,2019.0,988.0,1031.0,2.0,96.2,0.0,0.0,0.6,0.0,1621.0,61769.0,3409.0,31901.0,2847.0,5.7,10.1,30.7,16.4,24.0,14.8,14.1,82.8,6.9,1.1,4.3,1.3,3.6,16.4,1129.0,66.3,18.9,13.6,1.3,4.6,White
Nebraska,Grant County,REP,375,682.0,346.0,336.0,1.9,96.2,0.9,0.0,0.0,0.0,526.0,45833.0,8952.0,22693.0,2682.0,21.1,33.8,38.8,14.5,16.3,21.6,8.9,63.3,6.8,0.0,10.9,3.3,15.7,20.9,338.0,65.1,15.1,18.9,0.9,4.5,White
Nebraska,Greeley County,REP,1016,2436.0,1203.0,1233.0,2.0,96.2,0.6,0.0,0.4,0.0,1844.0,47218.0,7708.0,25544.0,1682.0,9.8,14.3,36.5,14.0,18.9,23.0,7.5,70.4,7.6,1.0,6.9,0.6,13.5,21.7,1183.0,68.8,9.6,20.9,0.8,1.7,White
Nebraska,Hall County,REP,16189,61233.0,30843.0,30390.0,26.8,68.0,2.2,0.3,1.2,0.2,39027.0,53807.0,1683.0,26419.0,1056.0,13.5,20.5,26.3,16.4,22.7,11.5,23.1,81.2,12.2,0.9,1.2,1.6,2.9,17.0,31740.0,82.8,12.2,5.0,0.0,5.4,White
Nebraska,Hamilton County,REP,4309,9149.0,4566.0,4583.0,3.2,95.2,0.7,0.1,0.1,0.0,6904.0,61944.0,4773.0,31989.0,1425.0,7.2,12.3,35.7,16.8,21.6,10.4,15.5,81.3,6.2,0.0,5.3,1.2,5.9,17.6,4856.0,81.1,10.6,8.3,0.1,2.0,White
Nebraska,Harlan County,REP,1615,3469.0,1811.0,1658.0,3.7,94.2,0.9,0.3,0.3,0.0,2681.0,46750.0,4400.0,26375.0,1935.0,12.9,19.9,32.9,16.3,21.5,17.4,11.8,78.9,10.1,0.3,4.3,0.6,5.8,16.8,1613.0,70.1,16.9,12.5,0.5,2.0,White
Nebraska,Hayes County,REP,494,957.0,494.0,463.0,5.9,93.8,0.0,0.0,0.0,0.0,743.0,44946.0,16021.0,27183.0,4863.0,9.0,5.2,42.8,13.7,15.5,20.3,7.6,75.8,10.4,0.4,3.8,0.6,9.0,24.5,502.0,62.0,19.1,18.9,0.0,1.6,White
Nebraska,Hitchcock County,REP,1264,2860.0,1423.0,1437.0,0.8,98.9,0.1,0.0,0.0,0.0,2208.0,41582.0,2796.0,25290.0,2130.0,14.2,22.0,26.2,19.4,25.6,13.6,15.2,78.9,8.7,0.2,4.2,0.0,8.0,20.8,1349.0,66.0,16.8,16.2,1.0,3.1,White
Nebraska,Holt County,REP,4769,10293.0,5157.0,5136.0,4.3,94.0,0.1,0.8,0.5,0.0,7758.0,52050.0,2484.0,27858.0,1425.0,8.9,8.0,36.9,17.3,19.9,14.5,11.4,73.4,9.0,0.4,5.0,1.1,11.1,14.3,5662.0,68.8,15.5,15.4,0.2,1.1,White
Nebraska,Hooker County,REP,376,684.0,315.0,369.0,2.9,96.2,0.9,0.0,0.0,0.0,578.0,41607.0,9989.0,27714.0,3927.0,17.4,24.3,38.8,23.0,17.4,10.9,9.9,65.6,5.0,1.0,13.0,6.0,9.4,11.7,304.0,51.0,29.3,19.7,0.0,1.0,White
Nebraska,Howard County,REP,2786,6385.0,3212.0,3173.0,2.5,95.6,0.0,0.0,0.0,0.1,4798.0,53648.0,2639.0,26734.0,1412.0,10.2,14.0,34.7,13.8,22.7,12.2,16.5,75.8,9.7,0.0,2.6,1.4,10.4,24.2,3307.0,72.9,14.5,12.5,0.1,4.0,White
Nebraska,Jefferson County,REP,2616,7276.0,3511.0,3765.0,3.6,94.2,0.0,0.7,0.1,0.0,5630.0,46576.0,3646.0,26859.0,1988.0,10.6,13.6,30.7,16.3,23.5,11.4,18.1,77.0,10.9,0.0,6.0,0.2,5.9,16.0,3694.0,74.5,10.2,14.8,0.5,2.1,White
Nebraska,Johnson County,REP,1518,5200.0,3087.0,2113.0,9.9,80.8,6.8,0.7,0.9,0.0,4090.0,49564.0,4629.0,22398.0,2930.0,10.1,10.3,36.1,21.4,17.2,10.3,15.1,76.1,11.5,0.2,4.6,1.6,6.0,22.1,1998.0,60.8,25.8,12.9,0.5,2.2,White
Nebraska,Kearney County,REP,2822,6547.0,3229.0,3318.0,5.8,92.7,0.1,0.3,0.2,0.0,4849.0,53207.0,4890.0,31234.0,2678.0,9.4,14.5,31.3,16.6,20.9,15.3,16.0,79.5,10.2,0.0,3.1,0.9,6.3,18.4,3470.0,77.6,11.4,10.4,0.6,3.4,White
Nebraska,Keith County,REP,3544,8129.0,4121.0,4008.0,6.8,90.5,0.7,0.4,1.1,0.3,6412.0,45078.0,4391.0,27890.0,2145.0,13.1,20.9,30.0,20.1,24.1,12.8,13.1,79.3,5.4,1.4,4.7,3.4,5.8,14.4,4103.0,76.2,13.5,10.0,0.3,2.8,White
Nebraska,Keya Paha County,REP,476,720.0,368.0,352.0,1.1,97.8,0.1,0.0,0.1,0.0,575.0,48864.0,8813.0,28981.0,3882.0,7.7,13.3,48.4,11.0,16.6,20.1,4.0,56.0,6.3,0.0,7.7,1.6,28.3,18.8,428.0,55.4,12.9,31.8,0.0,1.2,White
Nebraska,Kimball County,REP,1563,3688.0,1840.0,1848.0,8.8,88.2,0.1,0.1,0.8,0.0,2820.0,43017.0,4597.0,24011.0,2050.0,11.4,9.5,28.0,14.1,28.0,9.4,20.4,76.7,12.5,0.4,5.4,1.1,4.0,14.3,1738.0,72.6,19.4,7.9,0.0,6.0,White
Nebraska,Knox County,REP,3721,8496.0,4147.0,4349.0,2.6,86.2,0.2,9.2,0.3,0.2,6426.0,48072.0,3296.0,27283.0,1460.0,12.3,18.5,36.5,16.9,20.1,14.3,12.1,78.9,7.3,0.1,5.9,0.6,7.3,17.2,4271.0,62.8,19.3,17.6,0.3,3.1,White
Nebraska,Lancaster County,DEM,82293,306357.0,153788.0,152569.0,6.7,82.1,3.9,0.4,4.2,0.1,224251.0,55747.0,936.0,29901.0,393.0,14.0,15.6,40.0,17.1,23.9,7.7,11.3,81.8,8.8,1.2,2.9,1.9,3.3,18.8,166689.0,77.8,17.8,4.2,0.1,3.9,White
Nebraska,Lincoln County,REP,13071,35569.0,17490.0,18079.0,8.2,88.4,0.9,0.2,0.6,0.0,26749.0,55875.0,2359.0,29687.0,1408.0,12.6,18.4,29.7,17.3,23.1,13.2,16.6,85.2,7.4,0.3,3.2,0.8,3.1,14.8,17442.0,80.2,14.2,5.5,0.1,2.7,White
Nebraska,Logan County,REP,407,919.0,471.0,448.0,2.9,93.9,0.7,0.2,0.0,0.0,644.0,50278.0,12533.0,24624.0,2408.0,9.7,12.2,28.0,12.9,18.2,24.4,16.4,66.4,10.3,0.0,7.1,0.5,15.8,27.8,450.0,74.4,9.6,14.9,1.1,1.1,White
Nebraska,Loup County,REP,370,537.0,260.0,277.0,0.0,99.6,0.0,0.4,0.0,0.0,433.0,58625.0,6306.0,29248.0,2798.0,8.9,9.6,49.5,10.8,10.5,15.6,13.6,57.3,4.1,0.0,4.9,0.7,33.0,26.7,295.0,43.7,17.6,38.0,0.7,0.7,White
Nebraska,McPherson County,REP,275,432.0,221.0,211.0,0.9,96.8,0.0,0.0,0.0,0.0,335.0,60714.0,10396.0,27241.0,4094.0,16.0,21.6,33.3,12.0,26.7,9.8,18.2,47.1,10.8,0.0,17.0,4.9,20.2,30.1,225.0,69.3,4.4,25.8,0.4,0.0,White
Nebraska,Madison County,REP,11940,35062.0,17437.0,17625.0,14.5,80.7,1.4,1.3,1.1,0.0,24779.0,49865.0,1887.0,26093.0,1125.0,16.0,21.9,29.1,16.9,21.9,12.4,19.6,80.1,11.2,0.4,1.8,2.6,4.0,14.2,18419.0,80.4,12.5,6.9,0.2,3.2,White
Nebraska,Merrick County,REP,3419,7829.0,3898.0,3931.0,4.1,92.9,0.6,0.2,0.1,0.0,5960.0,53536.0,1715.0,27223.0,1802.0,10.0,11.1,29.3,17.2,20.8,13.9,18.7,82.3,7.8,0.3,2.6,1.3,5.6,19.5,4194.0,77.6,10.1,12.2,0.1,3.3,White
Nebraska,Morrill County,REP,2113,4903.0,2460.0,2443.0,15.4,82.1,0.8,0.5,0.1,0.0,3565.0,44201.0,3343.0,25120.0,2096.0,9.4,11.4,28.9,17.3,21.3,20.7,11.8,73.2,11.6,0.3,4.6,1.1,9.1,17.8,2417.0,68.5,20.9,10.2,0.5,3.7,White
Nebraska,Nance County,REP,1437,3569.0,1764.0,1805.0,2.5,96.9,0.1,0.3,0.1,0.1,2733.0,45428.0,4703.0,26852.0,2026.0,11.7,9.1,35.3,14.3,23.8,13.3,13.2,80.9,8.2,0.0,4.4,0.8,5.6,19.4,1792.0,71.0,14.2,13.8,1.0,2.0,White
Nebraska,Nemaha County,REP,2428,7041.0,3476.0,3565.0,2.6,94.3,1.4,0.6,0.7,0.0,5528.0,55536.0,5149.0,28572.0,1873.0,11.5,11.5,32.2,21.0,22.1,11.6,13.1,78.1,10.5,0.0,6.6,0.3,4.6,19.6,3444.0,67.1,25.2,7.7,0.0,5.7,White
Nebraska,Nuckolls County,REP,1857,4318.0,2163.0,2155.0,2.6,95.5,0.3,0.0,1.2,0.0,3387.0,42055.0,3430.0,24426.0,1466.0,10.8,16.0,34.8,17.2,22.4,14.7,10.8,76.9,11.1,0.3,2.8,0.1,8.8,16.1,2224.0,69.0,13.6,17.0,0.4,1.7,White
Nebraska,Otoe County,REP,5649,15875.0,7783.0,8092.0,7.6,89.5,0.2,0.4,0.5,0.0,11638.0,54605.0,3804.0,28567.0,1426.0,10.0,16.2,29.7,17.7,23.0,13.5,16.1,82.2,8.6,0.2,3.2,0.4,5.4,21.7,8201.0,75.4,16.2,8.3,0.2,3.0,White
Nebraska,Pawnee County,REP,1071,2704.0,1317.0,1387.0,1.8,95.4,0.0,0.2,0.0,0.0,2128.0,42176.0,3981.0,27196.0,3445.0,20.5,35.7,35.5,16.9,19.0,12.8,15.8,73.8,10.0,0.0,4.2,0.3,11.7,20.8,1205.0,64.6,14.4,21.0,0.0,2.7,White
Nebraska,Perkins County,REP,1321,2904.0,1474.0,1430.0,3.8,95.5,0.1,0.0,0.0,0.0,2197.0,58125.0,4387.0,30923.0,3070.0,4.8,4.9,37.7,14.2,19.3,19.9,8.9,79.1,7.7,0.1,1.9,0.3,10.8,13.7,1464.0,63.4,21.1,14.8,0.7,1.1,White
Nebraska,Phelps County,REP,4157,9163.0,4603.0,4560.0,5.4,92.7,0.1,0.2,0.2,0.0,6795.0,56408.0,3628.0,30166.0,2081.0,7.1,6.9,33.9,17.6,18.2,16.2,14.2,83.0,9.0,0.0,3.0,0.9,4.2,13.8,4780.0,74.9,13.3,11.0,0.8,0.7,White
Nebraska,Pierce County,REP,3462,7175.0,3598.0,3577.0,1.6,96.7,0.3,0.1,0.4,0.1,5374.0,55417.0,3949.0,28766.0,1462.0,6.8,7.1,33.3,13.4,20.6,12.9,19.9,80.5,7.8,0.0,3.0,1.6,7.1,19.2,3706.0,75.3,13.0,11.0,0.8,3.8,White
Nebraska,Platte County,REP,12186,32875.0,16662.0,16213.0,17.6,80.0,0.4,0.3,0.6,0.0,22577.0,58679.0,2906.0,28187.0,1280.0,8.6,11.1,29.9,13.7,20.3,11.3,24.9,78.8,12.9,0.1,3.7,1.0,3.5,14.0,17730.0,82.5,11.6,5.7,0.1,3.9,White
Nebraska,Polk County,REP,2291,5244.0,2578.0,2666.0,4.8,92.9,0.1,0.3,0.1,0.0,3942.0,63667.0,5507.0,32424.0,2863.0,7.6,8.7,35.0,13.8,21.4,12.7,17.1,79.0,9.6,0.2,3.7,1.0,6.5,19.9,2732.0,73.1,14.8,11.3,0.8,4.6,White
Nebraska,Red Willow County,REP,4525,10870.0,5552.0,5318.0,4.9,92.2,1.1,0.0,0.3,0.0,8320.0,42882.0,5099.0,25006.0,1821.0,11.7,17.3,28.6,20.8,24.3,10.3,16.1,82.3,6.1,0.2,2.9,2.4,6.1,12.2,5598.0,72.8,16.1,10.9,0.3,4.9,White
Nebraska,Richardson County,REP,3073,8045.0,4036.0,4009.0,1.9,92.5,0.2,1.8,0.2,0.0,6339.0,46839.0,4134.0,28109.0,1757.0,16.3,29.1,33.5,16.8,16.1,15.1,18.5,83.2,9.8,0.0,1.8,1.0,4.3,18.6,3954.0,72.5,17.8,9.6,0.1,4.0,White
Nebraska,Rock County,REP,744,1381.0,690.0,691.0,0.9,97.6,0.3,0.0,0.0,0.0,1151.0,52361.0,6729.0,33867.0,3876.0,9.7,7.0,37.6,17.9,18.2,18.9,7.4,71.8,7.6,0.0,5.9,0.5,14.2,16.2,760.0,65.8,14.1,20.0,0.1,1.4,White
Nebraska,Saline County,REP,3631,14325.0,7320.0,7005.0,24.3,70.7,0.7,0.4,2.9,0.0,9664.0,50932.0,3970.0,22324.0,1105.0,11.6,12.9,24.6,17.5,17.0,12.6,28.4,77.5,13.3,0.1,4.5,0.6,3.9,20.0,7053.0,78.4,13.1,8.2,0.4,2.8,White
Nebraska,Sarpy County,REP,51979,175188.0,87568.0,87620.0,8.7,81.8,3.7,0.3,2.5,0.1,121810.0,75752.0,1666.0,33103.0,478.0,5.3,5.9,43.0,15.2,24.1,8.6,9.1,87.4,7.6,0.2,0.7,0.9,3.3,20.6,91916.0,80.5,15.5,3.9,0.1,3.3,White
Nebraska,Saunders County,REP,9108,20953.0,10546.0,10407.0,2.1,95.6,0.3,0.2,0.3,0.0,15594.0,65015.0,2621.0,31163.0,1011.0,9.0,14.4,35.6,16.5,21.5,12.3,14.1,84.1,8.7,0.0,2.3,0.9,3.9,25.3,11034.0,75.5,16.5,7.5,0.5,2.2,White
Nebraska,Scotts Bluff County,REP,10952,36509.0,17659.0,18850.0,23.4,72.6,0.6,1.2,0.6,0.0,26488.0,47975.0,2266.0,26532.0,1161.0,13.2,19.4,31.4,17.2,25.0,13.2,13.3,83.9,9.8,0.2,1.8,1.3,3.1,15.4,17568.0,79.4,13.7,6.7,0.2,5.2,White
Nebraska,Seward County,REP,6490,17045.0,8582.0,8463.0,2.5,95.0,0.5,0.1,0.6,0.0,12878.0,63095.0,3306.0,29398.0,1260.0,9.2,9.7,36.6,16.3,19.5,11.8,15.8,80.6,7.8,0.1,5.3,0.8,5.5,21.7,8759.0,77.7,14.5,7.6,0.2,2.5,White
Nebraska,Sheridan County,REP,2292,5241.0,2604.0,2637.0,4.7,81.9,0.5,8.7,0.4,0.0,4054.0,41209.0,2405.0,25817.0,2321.0,15.8,27.5,38.6,17.8,19.5,14.3,9.9,69.1,12.1,0.0,10.6,1.6,6.6,17.4,2619.0,65.8,18.7,15.1,0.5,1.5,White
Nebraska,Sherman County,REP,1322,3048.0,1518.0,1530.0,2.0,97.1,0.0,0.0,0.6,0.0,2388.0,48704.0,4197.0,27983.0,2940.0,10.7,18.1,37.8,15.0,15.9,15.6,15.8,75.4,11.6,0.2,4.6,2.0,6.2,25.5,1515.0,70.5,10.5,18.5,0.5,1.7,White
Nebraska,Sioux County,REP,642,1256.0,647.0,609.0,3.8,90.0,0.4,0.2,0.2,0.0,998.0,45375.0,7960.0,26852.0,2789.0,12.4,18.7,55.6,8.2,16.5,14.4,5.3,55.5,9.8,0.0,15.6,0.8,18.3,18.9,660.0,61.7,18.8,19.5,0.0,0.0,White
Nebraska,Stanton County,REP,2561,6020.0,3013.0,3007.0,5.3,92.2,1.3,0.0,0.3,0.0,4411.0,57534.0,5844.0,29517.0,5392.0,9.5,6.6,28.7,19.0,18.3,14.3,19.7,82.1,7.7,0.0,2.8,0.7,6.7,18.4,3207.0,76.5,13.4,9.5,0.6,3.1,White
Nebraska,Thayer County,REP,2308,5133.0,2547.0,2586.0,2.3,95.5,0.3,0.3,0.0,0.0,4019.0,48151.0,2616.0,31129.0,4401.0,10.9,17.4,35.1,15.7,21.4,12.7,15.1,79.6,6.4,0.1,4.9,1.0,8.1,12.8,2560.0,74.5,12.6,12.6,0.3,1.2,White
Nebraska,Thomas County,REP,377,643.0,344.0,299.0,0.6,97.4,0.0,0.3,0.0,0.0,511.0,53173.0,5046.0,29243.0,3719.0,12.4,18.9,41.8,9.9,19.5,20.1,8.8,60.9,14.0,0.0,8.4,0.0,16.8,14.3,364.0,53.6,25.8,20.1,0.5,1.9,White
Nebraska,Thurston County,REP,1180,7055.0,3502.0,3553.0,5.1,36.7,0.2,55.6,0.7,0.0,4441.0,44701.0,2337.0,19380.0,1337.0,30.5,41.3,38.9,18.3,20.6,11.5,10.8,75.0,10.7,1.3,6.1,1.3,5.6,15.8,2589.0,53.9,38.0,7.9,0.3,15.4,Native
Nebraska,Valley County,REP,1901,4252.0,2111.0,2141.0,2.8,95.7,0.4,0.2,0.0,0.0,3312.0,50270.0,5277.0,27271.0,2008.0,11.5,10.6,36.9,15.2,23.6,16.1,8.2,73.9,13.8,0.0,5.8,0.0,6.5,18.1,2349.0,69.9,15.8,14.2,0.1,1.5,White
Nebraska,Washington County,REP,8583,20414.0,10118.0,10296.0,2.8,94.7,1.0,0.1,0.3,0.0,15268.0,66485.0,4187.0,33136.0,1542.0,9.8,14.7,37.1,14.5,24.8,11.7,11.9,84.1,5.9,0.2,4.0,0.7,5.2,20.8,10805.0,82.2,11.7,5.8,0.2,1.7,White
Nebraska,Wayne County,REP,3055,9409.0,4772.0,4637.0,5.5,90.2,2.1,0.5,0.5,0.0,7439.0,58093.0,6827.0,27292.0,2446.0,13.5,8.0,34.4,17.5,22.5,12.4,13.2,78.9,8.8,0.0,4.7,0.1,7.5,17.5,5224.0,71.2,17.8,10.8,0.3,2.0,White
Nebraska,Webster County,REP,1511,3597.0,1774.0,1823.0,4.7,92.1,0.2,0.0,0.6,0.1,2772.0,43831.0,3883.0,26136.0,1737.0,11.3,15.5,35.9,15.5,18.4,16.6,13.7,75.8,13.6,0.4,3.8,0.3,6.1,20.9,1764.0,67.8,17.5,12.3,2.4,2.1,White
Nebraska,Wheeler County,REP,438,846.0,444.0,402.0,0.7,98.9,0.0,0.0,0.1,0.0,686.0,49706.0,4304.0,28257.0,3411.0,2.6,3.2,32.2,13.8,15.2,23.3,15.6,75.0,3.5,0.0,4.6,1.3,15.6,18.8,494.0,62.8,14.4,22.7,0.2,0.4,White
Nebraska,York County,REP,5337,13832.0,6795.0,7037.0,4.9,90.9,1.2,0.3,0.3,0.0,10561.0,59966.0,6942.0,28298.0,1441.0,9.7,12.9,39.6,15.3,19.6,11.1,14.4,80.9,8.6,0.1,3.9,0.5,5.9,15.5,7132.0,77.1,13.9,8.9,0.2,2.4,White
Nevada,Churchill County,REP,9372,24022.0,12177.0,11845.0,13.4,73.9,2.4,4.0,2.4,0.2,17384.0,46914.0,3854.0,25211.0,1235.0,13.8,15.3,30.3,20.3,20.0,16.0,13.4,81.3,10.7,0.1,2.6,2.1,3.2,20.1,9228.0,69.7,22.3,7.7,0.2,7.8,White
Nevada,Clark County,DEM,521852,2112436.0,1056002.0,1056434.0,30.7,44.1,10.8,0.4,9.5,0.7,1384810.0,54882.0,434.0,27719.0,206.0,14.6,21.2,27.2,29.2,26.1,7.9,9.6,78.9,9.9,3.7,1.6,2.3,3.6,24.5,982033.0,84.5,10.5,4.9,0.1,8.3,White
Nevada,Douglas County,REP,21630,47632.0,24047.0,23585.0,12.3,81.1,0.6,1.8,1.3,0.2,37474.0,61176.0,1683.0,35727.0,1930.0,9.8,13.5,36.1,23.7,21.4,10.0,8.7,79.5,10.5,0.2,1.2,1.2,7.5,23.9,20744.0,71.5,19.3,9.1,0.2,6.2,White
Nevada,Elko County,REP,16741,52377.0,27185.0,25192.0,24.2,67.2,0.8,5.2,1.0,0.2,35352.0,76178.0,4026.0,32498.0,1180.0,11.5,16.2,25.8,20.2,20.7,21.6,11.6,60.7,13.3,14.8,5.6,1.2,4.4,31.3,26482.0,82.5,14.1,3.2,0.2,4.4,White
Nevada,Esmeralda County,REP,400,1102.0,485.0,617.0,15.6,80.0,0.7,2.4,0.0,0.0,807.0,39405.0,8125.0,23755.0,3058.0,6.8,8.9,31.0,15.4,9.8,28.1,15.8,64.5,8.1,0.0,14.8,3.6,9.0,15.9,449.0,71.5,16.9,10.7,0.9,3.9,White
Nevada,Eureka County,REP,895,1728.0,849.0,879.0,1.6,96.7,0.1,1.7,0.0,0.0,1306.0,67159.0,29806.0,35606.0,5205.0,10.0,0.0,30.6,13.6,17.7,25.3,12.7,53.4,8.8,8.6,24.7,0.0,4.4,22.5,904.0,55.1,28.4,16.5,0.0,0.0,White
